year,commercial,private,total_sales
2019-12-01,2200.6,2214.3,4415.0
2020-01-01,2233.7,2026.6,4260.0
2020-02-01,2210.5,1989.6,4200.0
2020-03-01,1365.2,1420.4,2786.0
2020-04-01,750.6,1121.9,1872.0
2020-05-01,1067.6,1529.0,2597.0
2020-06-01,1234.5,1619.4,2854.0
2020-07-01,1610.3,1824.3,3435.0
2020-08-01,1558.3,1832.4,3391.0
2020-09-01,1685.1,1974.7,3660.0
2020-10-01,1795.2,1952.7,3748.0
2020-11-01,1740.6,1915.8,3656.0
2020-12-01,1734.0,1851.5,3586.0
2021-01-01,1805.2,1940.1,3745.0
2021-02-01,1688.6,1713.6,3402.0
2021-03-01,1782.2,2016.6,3799.0
2021-04-01,1952.0,2111.6,4064.0
2021-05-01,1830.4,2064.4,3895.0
2021-06-01,1573.3,1982.2,3556.0
2021-07-01,1596.0,1872.4,3468.0
2021-08-01,1239.4,1741.0,2980.0
2021-09-01,1091.6,1617.4,2709.0
2021-10-01,997.6,1567.6,2565.0
2021-11-01,991.9,1677.7,2670.0
2021-12-01,1004.7,1641.6,2646.0
2022-01-01,1055.9,1950.3,3006.0
2022-02-01,1039.3,1816.0,2855.0
2022-03-01,982.8,1684.7,2668.0
2022-04-01,1214.1,1769.3,2983.0
2022-05-01,1007.4,1649.7,2657.0
2022-06-01,1022.4,1650.4,2673.0
2022-07-01,1008.3,1749.0,2757.0
